Vm (mV),Current (pA),Concentration (uM)
-124,0.274337828007896,100
-104,0.336778488343372,100
-84,0.570745228835132,100
-64,0.828193019215966,100
-44,0.908584061951537,100
-24,0.920294674244219,100
16,1.06242245734437,100
36,1.00434804838349,100
56,0.985030240426641,100
76,1.00697758358622,100
96,0.990468610550431,100
-164,0.260708598399863,100
-144,0.242523424693579,100
-124,0.267797230958173,100
-104,0.331418180674629,100
-84,0.573101829372741,100
-64,0.820213940891459,100
-44,0.917321446284923,100
-24,0.899173393895445,100
16,1.04950518876664,100
36,0.98784707253049,100
56,0.979335128479716,100
76,0.991494916125413,100
96,0.962096414785157,100
-164,0.150641963544225,100
-144,0.154213069263016,100
-124,0.162498918852581,100
-104,0.234235659471516,100
-84,0.437645541423441,100
-64,0.752990909015754,100
-44,0.94468441637977,100
-24,1.00661374089316,100
16,0.881778785248493,100
36,0.96683455082801,100
56,0.98841457427073,100
76,0.995460605686696,100
96,0.983920462326803,100
-164,0.0887722636331014,300
-144,0.0841143348851409,300
-124,0.0785416892052363,300
-104,0.0988192598048237,300
-84,0.22060877601524,300
-64,0.370747717891871,300
-44,0.510228299488792,300
-24,0.530285647781436,300
16,0.558423399723974,300
36,0.753485662802594,300
56,0.853258632991358,300
76,0.863354771226637,300
96,0.885050531202575,300
-164,0.139586670376808,300
-144,0.134207490020633,300
-124,0.138974322227853,300
-104,0.178451330445776,300
-84,0.354546474869406,300
-64,0.650476256539737,300
-44,0.812466225187194,300
-24,0.858107650290629,300
16,0.965648259583478,300
36,0.94695757594516,300
56,0.978919136872137,300
76,0.955401302377275,300
96,0.946525168787411,300
-164,0.126985707468487,300
-144,0.122089845109052,300
-124,0.120054288501809,300
-104,0.157641946138407,300
-84,0.290326727909315,300
-64,0.609727678908564,300
-44,0.804563786785383,300
-24,0.878706284844334,300
16,1.01009973943944,300
36,1.01856084111089,300
56,1.0280275025993,300
76,1.03951223887438,300
96,1.04625814341669,300
-164,0.113730048431604,300
-144,0.113722787714259,300
-124,0.111209373166079,300
-104,0.15236408856706,300
-84,0.296482257820849,300
-64,0.605386522739776,300
-44,0.803512662994216,300
-24,0.837283561832167,300
16,0.995729054013058,300
36,0.993309930640322,300
56,0.969819648858995,300
76,0.982708950693654,300
96,0.978023816878997,300
-164,0.148217455530506,300
-144,0.152790799313958,300
-124,0.160441730050428,300
-104,0.231635422684188,300
-84,0.44367628324976,300
-64,0.759921370545165,300
-44,0.943544453552565,300
-24,1.02164799787061,300
16,0.87913059284978,300
36,0.952111251633528,300
56,0.987520663201971,300
76,1.00120039216949,300
96,0.984679301186724,300
