Vm (mV),Current (pA),Concentration (uM)
36,0.912982279392894,6
56,1.13250020102851,6
76,1.0646520752155,6
96,1.08022660397445,6
-164,0.564427401732909,6
-144,0.543929813585838,6
-124,0.472591410647361,6
-104,0.440469881520164,6
-84,0.478430121594879,6
-64,0.652114971675895,6
-44,0.848019897548011,6
-24,0.939621598077814,6
16,0.671159494381613,6
36,0.890832806535969,6
56,0.977729416933636,6
76,0.898883596954882,6
96,0.874631230366182,6
-164,0.612715069101501,6
-144,0.61777114182139,6
-124,0.566655680982642,6
-104,0.593344850458995,6
-84,0.598114949580858,6
-64,0.660172033412834,6
-44,1.05053597283007,6
-24,0.925964983361982,6
16,1.17805703257027,6
36,1.25218409930497,6
56,1.09072635363099,6
76,1.10130496110549,6
96,1.16042659793647,6
-164,0.623943040605087,6
-144,0.588416096539313,6
-124,0.527438959555349,6
-104,0.505789811763343,6
-84,0.46905060193938,6
-64,0.614947040950149,6
-44,0.920576396818319,6
-24,1.04174488314889,6
16,1.13610747629094,6
36,1.08121169748726,6
56,1.06410188510838,6
76,1.11667128155747,6
96,1.11883780204704,6
-164,0.628492797932969,6
-144,0.560250281180826,6
-124,0.543222905688079,6
-104,0.51345719971796,6
-84,0.476050445228195,6
-64,0.599611093722934,6
-44,0.895294190203662,6
-24,1.00748493601172,6
16,0.852905793332004,6
36,1.06113916519376,6
56,1.02810454753327,6
76,1.02679330134665,6
96,1.03553713782975,6
-164,0.619707360618663,6
-144,0.602178379186446,6
-124,0.56075131885223,6
-104,0.542240531609701,6
-84,0.567228100502034,6
-64,0.675609874995836,6
-44,0.863695638977856,6
-24,1.01786370051502,6
16,1.14025810141213,6
36,1.0984962395206,6
56,1.08428642601915,6
76,1.11715907374595,6
96,1.12388485828471,6
-164,0.566719168367509,6
-144,0.507637185855507,6
-124,0.47529483940428,6
-104,0.451126015760463,6
-84,0.433071857189096,6
-64,0.569838662869124,6
-44,0.824951416680754,6
-24,0.966940562035826,6
16,0.978735448575266,6
36,0.996528173269118,6
56,1.02142916396197,6
76,1.00689862080193,6
96,1.00070413345461,6
-164,0.333637986201071,10
-144,0.336015203509298,10
-124,0.258300166305464,10
-104,0.2562858713138,10
-84,0.247964310980775,10
-64,0.349530684873634,10
-44,0.689763949560597,10
-24,0.897575656296236,10
16,0.889097746209936,10
36,1.03564163280169,10
56,1.05422503054407,10
76,1.0499628241627,10
96,1.0133915468434,10
-164,0.472041271393874,10
-144,0.453975658631569,10
-124,0.444550913757757,10
-104,0.402946390952904,10
-84,0.403512593799191,10
-64,0.467239498278239,10
-44,0.737241200341647,10
-24,0.909257815393968,10
16,0.824078550584299,10
36,0.90066621857317,10
56,0.880975789628918,10
76,0.842524132261903,10
96,0.80846742352766,10
-164,0.460869222000731,10
-144,0.379646709979292,10
-124,0.335871973357466,10
-104,0.282761661965544,10
-84,0.27389479171632,10
-64,0.365507455445004,10
-44,0.670175821661441,10
-24,0.90751106852498,10
16,0.891732644508043,10
36,1.01076899187996,10
56,0.954460449836428,10
76,1.08184634646661,10
96,1.01704718360673,10
-164,0.356752683141143,10
-144,0.321994461362693,10
-124,0.299034846782791,10
-104,0.244916154858998,10
-84,0.240458431398109,10
-64,0.357813318587845,10
-44,0.636401757571194,10
-24,0.999093949139265,10
16,1.17243618283456,10
36,1.10430066394958,10
56,0.997115634578446,10
76,0.915603980546147,10
96,0.865517609377773,10
-164,0.424014893692883,10
-144,0.376598403233008,10
-124,0.32197185318473,10
-104,0.318304113089798,10
-84,0.249355792481081,10
-64,0.412515454352914,10
-44,0.562108522496541,10
-24,0.864875643675377,10
16,0.982330581847925,10
36,0.940493667830036,10
56,0.897798324179264,10
76,0.941896586279557,10
96,0.995776122005487,10
-164,0.505504280613637,10
-144,0.461258366005178,10
-124,0.439650771698365,10
-104,0.366256030800809,10
-84,0.341311336088518,10
-64,0.43538590347994,10
-44,0.835140877368701,10
-24,0.881238813645772,10
16,1.024390630385,10
36,1.00759067638567,10
56,0.91317372760215,10
76,0.961039590429247,10
96,0.934902973979819,10
-164,0.585481187121887,10
-144,0.537933772366928,10
-124,0.510840231787303,10
-104,0.455816072826283,10
-84,0.471599068604325,10
-64,0.610244355351137,10
-44,0.790254444751879,10
-24,0.891973078862627,10
16,0.760121346716587,10
36,0.875990521489392,10
56,0.926986466737636,10
76,0.86065770070324,10
96,0.865294552375732,10
-164,0.239399192885015,20
-144,0.19031849875823,20
-124,0.198581281901598,20
-104,0.177502646168744,20
-84,0.179171230286087,20
-64,0.233675633359884,20
-44,0.398024854941837,20
-24,0.586118066423938,20
-164,0.403166968414985,20
-144,0.376579504821248,20
-124,0.345418544073578,20
-104,0.336565650008635,20
-84,0.364010567393512,20
-64,0.449515864565872,20
-44,0.715445376235653,20
-24,0.846315898371307,20
16,0.88082458801539,20
36,0.914377917853387,20
56,0.948021271072258,20
76,1.06428262217693,20
96,1.0628260585091,20
-164,0.296119325923705,20
-144,0.261326450851957,20
-124,0.244685330118062,20
-104,0.214964880958025,20
-84,0.221040341786366,20
-64,0.290519563256582,20
-44,0.499485871499525,20
-24,0.699689199000816,20
16,0.820554321679385,20
36,0.894230675152121,20
56,0.824204115685555,20
76,0.849713110410856,20
96,0.876580066797109,20
-164,0.416055814972379,20
-144,0.378329607692069,20
-124,0.344961933701236,20
-104,0.327621709354793,20
-84,0.346082813347552,20
-64,0.424177520371531,20
-44,0.61864953896781,20
-24,0.786058768568975,20
16,0.863996878874048,20
36,0.89332143356679,20
56,0.910494347144557,20
76,0.931508309926043,20
96,0.940413316924825,20
-164,0.327341724993462,20
-144,0.2977273574029,20
-124,0.259219224644944,20
-104,0.236288895344561,20
-84,0.232025181447739,20
-64,0.29825151827116,20
-44,0.542432351485105,20
-24,0.823632779838512,20
16,0.93537064293564,20
36,1.02060820924605,20
56,1.01716608878224,20
76,1.02457766027139,20
96,1.00305067957763,20
-164,0.378582292373548,20
-144,0.333232344056115,20
-124,0.300482343807114,20
-104,0.275013552927539,20
-84,0.27435725306494,20
-64,0.364690919087634,20
-44,0.613346952898064,20
-24,0.825306951858295,20
16,0.901691420170586,20
36,1.0310457377904,20
56,1.03485029253529,20
76,1.03783976233707,20
96,1.02322372889741,20
-164,0.216624870904035,30
-144,0.200541780361989,30
-124,0.168624891439379,30
-104,0.12991972144439,30
-84,0.14958759416232,30
-64,0.204019440543883,30
-44,0.426696294973941,30
-24,0.637654417010268,30
16,0.666711884097903,30
36,0.809457193580228,30
56,0.89590491679037,30
76,0.786715046096742,30
96,0.821590248390367,30
-164,0.301879422469568,30
-144,0.268157210511672,30
-124,0.245943433589367,30
-104,0.208219094348142,30
-84,0.218004714846951,30
-64,0.25791235121545,30
-44,0.532211136352773,30
-24,0.91989757948095,30
16,1.07789312634123,30
36,1.19326758757965,30
56,1.13261729497865,30
76,1.19060088210537,30
96,1.22092430051016,30
-164,0.197564246027886,30
-144,0.177034985478309,30
-124,0.163667292424161,30
-104,0.143305240858734,30
-84,0.134559888920355,30
-64,0.205740702343856,30
-44,0.376551137600648,30
-24,0.753472402391869,30
16,0.879730866056136,30
36,1.25741145656929,30
56,1.21097371879424,30
76,1.1974699886523,30
96,1.18316427158465,30
-164,0.246665268803027,30
-144,0.213974677510142,30
-124,0.192001493869436,30
-104,0.161329344649311,30
-84,0.171264201307963,30
-64,0.227094064841001,30
-44,0.436649565655614,30
-24,0.561873162152676,30
16,0.436963430373545,30
36,0.522799743239754,30
56,0.554954746251192,30
76,0.584571301575412,30
96,0.65173137247257,30
-164,0.360503403910862,30
-144,0.319809048461724,30
-124,0.285094459133254,30
-104,0.260105073069337,30
-84,0.263944460218877,30
-64,0.392297463402094,30
-44,0.75901255532941,30
-24,1.0309489949158,30
16,1.0370963315821,30
36,1.12311345089172,30
56,1.07985847101638,30
76,1.14889833417272,30
96,1.1071566011872,30
-164,0.232546173288663,30
-144,0.261018888313414,30
-124,0.227805148846451,30
-104,0.197554088581331,30
-84,0.238034810155959,30
-64,0.351666434770308,30
-44,0.532905142084854,30
-24,0.85226259654828,30
16,0.961970690110059,30
36,0.89242015983828,30
56,0.926621148529518,30
76,1.01726823058008,30
96,0.884781090737349,30
-164,0.0205463958941572,300
-144,0.0245220982007137,300
-124,0.02175177085123,300
-104,0.0233044621966086,300
-84,0.0186606882845165,300
-64,0.0342537977480286,300
-44,0.0987905457452927,300
-24,0.220808467919619,300
16,0.765404296915337,300
36,0.867635750570972,300
56,0.946722658679145,300
76,0.982687381925249,300
96,1.07432026567486,300
-164,0.011502461135838,300
-144,0.00863105853608992,300
-124,0.0180283252558142,300
-104,0.0289250153020063,300
-84,0.0112276610187753,300
-64,0.0314960316540486,300
-44,0.042441365924804,300
-24,0.0881261117935888,300
16,0.369174096388717,300
36,0.595715212332893,300
56,0.769026252281515,300
76,0.852865517758298,300
96,0.897437754295886,300
-164,0.102254121205062,300
-144,0.0877319322511312,300
-124,0.0749492531191354,300
-104,0.0791954833698016,300
-84,0.108758068781339,300
-64,0.10617153829379,300
-44,0.228695680918268,300
-24,0.469292653889203,300
16,0.831885894176185,300
36,0.826378805452035,300
56,0.819698664262299,300
76,0.950326097982477,300
96,0.864293425763546,300
-164,0.0110866630346064,300
-144,0.0133150578807889,300
-124,0.0124492456644627,300
-104,0.0162693174242649,300
-84,0.0203711944397934,300
-64,0.0301543132905573,300
-44,0.0551079135394561,300
-24,0.165814614475335,300
16,0.328718855215821,300
36,0.502991061051567,300
56,0.562267710502896,300
76,0.696597049377816,300
96,0.780832251871091,300
-164,0.0470427508283533,300
-144,0.0856715920445001,300
-124,0.0967334398503311,300
-104,0.0489301492089717,300
-84,0.104783186996605,300
-64,0.146551625188954,300
-44,0.248157289979596,300
-24,0.241134033688613,300
16,0.49327334858495,300
-164,0.0652688162779877,100
-144,0.034216771592652,100
-124,0.026219666247645,100
-104,0.057103690391059,100
-84,0.0114146269693425,100
-64,0.0564673979653006,100
-44,0.178316396508109,100
-24,0.472719602272487,100
16,0.80347283705466,100
36,0.655540669879156,100
56,0.801518193507714,100
76,0.993275312295021,100
96,1.0179121868823,100
-164,0.0669477666832677,100
-144,0.0425967130537473,100
-124,0.0423793919676898,100
-104,0.0462095339424411,100
-84,0.0384646059023602,100
-64,0.0623526711022498,100
-44,0.159629390128428,100
-24,0.354807018918278,100
16,1.01013045718831,100
36,0.952251596896255,100
56,1.02518375988817,100
76,0.909351613966704,100
96,0.901806598319041,100
-164,0.0517857219913013,100
-144,0.0641525924956501,100
-124,0.0367973525962255,100
-104,0.0335191167724499,100
-84,0.0712273135499709,100
-64,0.0675868399816871,100
-44,0.160843038150282,100
-24,0.372488721084703,100
16,0.654813380860762,100
36,0.615136987389393,100
56,0.673613036120856,100
76,0.804554267649933,100
96,0.879197945814554,100
-164,0.0902699541126753,100
-144,0.0696896514322691,100
-124,0.057760447090683,100
-104,0.0379910573840994,100
-84,0.0479608880286404,100
-64,0.0893456610931462,100
-44,0.183335165254921,100
-24,0.400349811854545,100
16,0.613324766002131,100
36,0.841606586286073,100
56,0.889710155310858,100
76,0.927064920968564,100
96,0.89025022964007,100
-164,0.164262190778676,100
-144,0.150014125074868,100
-124,0.141579806320968,100
-104,0.130761017092286,100
-84,0.148205463209821,100
-64,0.240011658230922,100
-44,0.394751751827803,100
-24,0.821343371120817,100
16,0.953409858320283,100
36,0.955081224898699,100
56,0.988853734438596,100
76,1.05881209974552,100
96,0.99216399948904,100
-164,0.04471442783096,100
-144,0.0400607544782334,100
-124,0.039137787642512,100
-104,0.0154184509122252,100
-84,0.0153453264815473,100
-64,0.0851604054809358,100
-44,0.251023430990923,100
-24,0.495846380229851,100
16,0.974948191758081,100
36,1.08901800189481,100
56,0.976117363882674,100
76,1.05720843659115,100
96,1.05145548420954,100
-164,-0.009641105237284,100
-144,-2.91704447944314E-4,100
-124,0.0144538103513996,100
-104,-0.00178883600530331,100
-84,0.00367932574693234,100
-64,0.0161277219618975,100
-44,0.162972323929034,100
-24,0.334769554463075,100
16,0.735999454275089,100
36,0.854483476681715,100
56,0.824768795027516,100
76,0.960998297574319,100
96,0.942847840248971,100
-164,0.0846950327902846,100
-144,0.0753077484820941,100
-124,0.0576812209846555,100
-104,0.0607592751361162,100
-84,0.0460830984232814,100
-64,0.0643163691856244,100
-44,0.220840310446259,100
-24,0.51703989412306,100
16,0.89991109259915,100
36,0.981120834580367,100
56,1.00382735118417,100
76,1.03449679715464,100
96,1.04066442717661,100
-164,0.0769298018328029,100
-144,0.0751984218053213,100
-124,0.0652787902240065,100
-104,0.0606014350608605,100
-84,0.0436988710669303,100
-64,0.0708121314555434,100
-44,0.220467996182892,100
-24,0.493368782638623,100
16,0.864822658035229,100
36,0.836575990400272,100
56,0.852063041619155,100
76,0.877720571474387,100
96,0.966808870431987,100
-164,0.106241624847253,100
-144,0.0910247397285436,100
-124,0.0698032481124018,100
-104,0.0612032616384357,100
-84,0.0679919691858549,100
-64,0.112681730411019,100
-44,0.275715157667425,100
-24,0.612146466444916,100
16,0.966018885852918,100
36,1.01682196713326,100
56,0.997030690909083,100
76,1.01293235691839,100
96,1.01729991874889,100
